"","Subject","Group","fea_f0","fea_full","fea_tbr","hap_f0","hap_full","hap_tbr","ple_f0","ple_full","ple_tbr","sad_f0","sad_full","sad_tbr"
"57","5846c1bb","A",0.666666666666667,0.793103448275862,0.181818181818182,0.95,1,0.25,0.793103448275862,0.863636363636364,0.526315789473684,0.714285714285714,0.925925925925926,0.708333333333333
"58","58520712","M",0.708333333333333,0.833333333333333,0.25,0.666666666666667,1,0.333333333333333,0.666666666666667,0.833333333333333,0.5,0.75,0.833333333333333,0.625
"59","58deb6f7","C",0.333333333333333,0.5,0.25,0.375,0.708333333333333,0.5,0.541666666666667,0.791666666666667,0.25,0.541666666666667,0.583333333333333,0.5
"60","5c4e274d","A",0.4375,0.6875,0.333333333333333,0.842105263157895,0.944444444444444,0.444444444444444,0.769230769230769,0.67741935483871,0.227272727272727,0.793103448275862,0.684210526315789,0.323529411764706
"61","5c9f5075","C",0.166666666666667,0.458333333333333,0.125,1,1,1,0.208333333333333,0.291666666666667,0.0416666666666667,0.416666666666667,0.708333333333333,0.5
"62","5d221b19","C",0.208333333333333,0.458333333333333,0.291666666666667,0.875,0.875,0.416666666666667,0.375,0.5,0.0833333333333333,0.708333333333333,0.541666666666667,0.416666666666667
"63","5dde584f","M",0.625,0.75,0.375,0.833333333333333,0.958333333333333,0.5,0.541666666666667,0.75,0.458333333333333,0.666666666666667,0.666666666666667,0.208333333333333
"64","5f457077","A",0.80952380952381,0.842105263157895,0.428571428571429,0.91304347826087,0.967741935483871,0.423076923076923,0.666666666666667,0.72,0.25,0.473684210526316,0.555555555555556,0.4375
"65","5fe5defb","M",0.333333333333333,0.708333333333333,0.25,0.958333333333333,1,0.541666666666667,0.5,0.625,0.458333333333333,0.583333333333333,0.791666666666667,0.5
"66","612ee43e","C",0.333333333333333,0.333333333333333,0.0416666666666667,0.791666666666667,0.958333333333333,0.791666666666667,0.458333333333333,0.666666666666667,0.75,0.208333333333333,0.333333333333333,0.458333333333333
"67","61fc0400","M",0.333333333333333,0.541666666666667,0.375,0.833333333333333,1,0.5,0.583333333333333,0.791666666666667,0.333333333333333,0.791666666666667,0.833333333333333,0.541666666666667
"68","6211ef6d","C",0.541666666666667,0.625,0.291666666666667,0.791666666666667,0.833333333333333,0.458333333333333,0.458333333333333,0.583333333333333,0.375,0.875,0.75,0.833333333333333
"69","62fa948a","C",0.541666666666667,0.666666666666667,0.416666666666667,0.875,1,0.541666666666667,0.458333333333333,0.791666666666667,0.458333333333333,0.416666666666667,0.375,0.333333333333333
