"","Subject","Group","f0","full","tbr","Mean"
"110","dcd8e33b","A",0.621928730975014,0.807136227616777,0.5025,0.643854986197264
"111","dee3a198","C",0.604166666666667,0.697916666666667,0.34375,0.548611111111111
"112","e852c63d","A",0.74321497994636,0.799028296181996,0.445567226890756,0.662603501006371
"113","e8c8abac","C",0.552083333333333,0.677083333333333,0.395833333333333,0.541666666666667
"114","e9dcbdfb","C",0.520833333333333,0.708333333333333,0.46875,0.565972222222222
"115","eac06b9a","A",0.715831600831601,0.826346801346801,0.418111899932387,0.653430100703596
"116","ededba4f","C",0.625,0.697916666666667,0.375,0.565972222222222
"117","ef4e53d6","C",0.583333333333333,0.604166666666667,0.354166666666667,0.513888888888889
"118","f32b7d38","A",0.528127470355731,0.674437813772852,0.326357519292302,0.509640934473628
"119","f3490f82","A",0.64958605664488,0.823872785829308,0.395975255459828,0.623144699311338
"120","f3b4140d","C",0.59375,0.78125,0.395833333333333,0.590277777777778
"121","f51c6a08","A",0.628003839960362,0.740425084175084,0.434247383163792,0.600892102433079
"122","f68d9943","A",0.581679894179894,0.696362433862434,0.359252132307052,0.54576482011646
"123","f88bdf93","A",0.646096619848742,0.833839069554407,0.466423273325743,0.648786320909631
"124","fd29b2f1","A",0.50684641445511,0.659600313479624,0.435420875420875,0.533955867785203
"125","feded5f4","A",0.716750841750842,0.738892686261107,0.517799631930067,0.657814386647339
"126","ff1d4fec","C",0.65625,0.791666666666667,0.5,0.649305555555555
